"상가업소번호","상호명","지점명","상권업종대분류코드","상권업종대분류명","상권업종중분류코드","상권업종중분류명","상권업종소분류코드","상권업종소분류명","표준산업분류코드","표준산업분류명","시도코드","시도명","시군구코드","시군구명","행정동코드","행정동명","법정동코드","법정동명","지번코드","대지구분코드","대지구분명","지번본번지","지번부번지","지번주소","도로명코드","도로명","건물본번지","건물부번지","건물관리번호","건물명","도로명주소","구우편번호","신우편번호","동정보","층정보","호정보","경도","위도"
"MA010120220805442165","백도가면","","G2","소매","G213","오락용품 소매","G21306","장난감 소매업","G47640","게임용구, 인형 및 장난감 소매업","51","강원특별자치도","51820","고성군","51820320","죽왕면","5182032031","죽왕면","5182032031100100037","1","대지",10,37,"강원특별자치도 고성군 죽왕면 문암진리 10-37","518204502405","강원특별자치도 고성군 죽왕면 문암항길",65,,"4282032031100100037011044","","강원특별자치도 고성군 죽왕면 문암항길 65","219823","24752","","","",128.546371788272,38.3032061547134
"MA010120220805442270","알짜부동산공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","51","강원특별자치도","51110","춘천시","51110705","신사우동","5111011800","우두동","5111011800110650002","1","대지",1065,2,"강원특별자치도 춘천시 우두동 1065-2","511103218039","강원특별자치도 춘천시 충열로",18,,"4211011800110650002020354","","강원특별자치도 춘천시 충열로 18","200940","24231","","1","",127.730017613956,37.8998919741158
"MA010120220805442190","로벨리아네일","","S2","수리·개인","S207","이용·미용","S20703","네일숍","S96119","기타 미용업","51","강원특별자치도","51130","원주시","51130590","단계동","5113011000","단계동","5113011000108110004","1","대지",811,4,"강원특별자치도 원주시 단계동 811-4","511304457619","강원특별자치도 원주시 평원초교길",32,3,"4213011000108110004000001","","강원특별자치도 원주시 평원초교길 32-3","220938","26423","","1","",127.932678308975,37.3503047295435
"MA010120220805441604","픽쳐스트","","M1","과학·기술","M112","전문 디자인","M11203","시각 디자인업","M73203","시각 디자인업","51","강원특별자치도","51130","원주시","51130620","태장2동","5113011200","태장동","5113011200105510000","1","대지",551,,"강원특별자치도 원주시 태장동 551","511304457687","강원특별자치도 원주시 흥양로102번길",22,,"4213011200105510000014547","삼정백조아파트","강원특별자치도 원주시 흥양로102번길 22","220793","26318","","4","",127.957572252097,37.381539715652
"MA010120220805440755","반딧불","","I1","숙박","I101","일반 숙박","I10103","펜션","I55104","민박업","51","강원특별자치도","51780","철원군","51780259","동송읍","5178025922","동송읍","5178025922108210010","1","대지",821,10,"강원특별자치도 철원군 동송읍 오덕리 821-10","517803230034","강원특별자치도 철원군 동송읍 태봉로",2644,2,"4278025922108210010000001","","강원특별자치도 철원군 동송읍 태봉로 2644-2","269814","24010","","","",127.217423514287,38.2282695443756
"MA010120220805440885","쓰리랑PC방","","R1","예술·스포츠","R104","유원지·오락","R10406","PC방","R91222","컴퓨터 게임방 운영업","51","강원특별자치도","51810","인제군","51810320","북면","5181032021","북면","5181032021107090006","1","대지",709,6,"강원특별자치도 인제군 북면 원통리 709-6","518104499138","강원특별자치도 인제군 북면 원통로174번길",8,2,"4281032021007090006011143","","강원특별자치도 인제군 북면 원통로174번길 8-2","252822","24619","","","",128.204105483326,38.1219520888033
"MA010120220805441031","강남교자","","I2","음식","I201","한식","I20105","국수/칼국수","I56112","한식 면 요리 전문점","51","강원특별자치도","51720","홍천군","51720370","서면","5172037023","서면","5172037023112780011","1","대지",1278,11,"강원특별자치도 홍천군 서면 팔봉리 1278-11","517204475627","강원특별자치도 홍천군 서면 한치골길",262,,"4272037023112760002000001","대명비발디파크","강원특별자치도 홍천군 서면 한치골길 262","250856","25102","","1","",127.687272903554,37.6523237387557
"MA010120220805440912","퇴계주유소","","G2","소매","G214","연료 소매","G21401","주유소","G47711","운송장비용 주유소 운영업","51","강원특별자치도","51110","춘천시","51110660","퇴계동","5111012300","퇴계동","5111012300111620001","1","대지",1162,1,"강원특별자치도 춘천시 퇴계동 1162-1","511103218042","강원특별자치도 춘천시 퇴계로",25,,"4211012300100000000000127","","강원특별자치도 춘천시 퇴계로 25","200943","24367","","","",127.724924525202,37.8659835360255
"MA010120220805440610","황토집","","I2","음식","I201","한식","I20101","백반/한정식","I56111","한식 일반 음식점업","51","강원특별자치도","51810","인제군","51810250","인제읍","5181025021","인제읍","5181025021102530000","1","대지",253,,"강원특별자치도 인제군 인제읍 상동리 253","518103233026","강원특별자치도 인제군 인제읍 비봉로",31,1,"4281025021002530000008844","","강원특별자치도 인제군 인제읍 비봉로 31-1","252806","24635","","","",128.174469219454,38.066912925768
"MA010120220805443815","돼지좋아","","I2","음식","I201","한식","I20107","돼지고기 구이/찜","I56113","한식 육류 요리 전문점","51","강원특별자치도","51730","횡성군","51730330","둔내면","5173033022","둔내면","5173033022105930001","1","대지",593,1,"강원특별자치도 횡성군 둔내면 둔방내리 593-1","517304478058","강원특별자치도 횡성군 둔내면 경강로둔방6길",8,,"4273033022105930001010115","","강원특별자치도 횡성군 둔내면 경강로둔방6길 8","225831","25265","","","",128.212785530821,37.5127716534667
"MA010120220805443907","바보펜션","","I1","숙박","I101","일반 숙박","I10103","펜션","I55104","민박업","51","강원특별자치도","51230","삼척시","51230310","근덕면","5123031033","근덕면","5123031033102310003","1","대지",231,3,"강원특별자치도 삼척시 근덕면 용화리 231-3","512304472240","강원특별자치도 삼척시 근덕면 용화길",30,,"4223031033102310003000001","","강원특별자치도 삼척시 근덕면 용화길 30","245836","25938","","","",129.30150878791,37.2902184297689
"MA010120220805444365","어면먹자","","I2","음식","I201","한식","I20101","백반/한정식","I56111","한식 일반 음식점업","51","강원특별자치도","51210","속초시","51210580","조양동","5121010800","조양동","5121010800115000004","1","대지",1500,4,"강원특별자치도 속초시 조양동 1500-4","512102000023","강원특별자치도 속초시 동해대로",4137,,"4221010800115000004011390","","강원특별자치도 속초시 동해대로 4137","217813","24874","","1","",128.581684322022,38.189271800501
"MA010120220805443133","광목사랑","","G2","소매","G209","섬유·의복·신발 소매","G20906","침구류/커튼 소매업","G47421","가정용 직물제품 소매업","51","강원특별자치도","51170","동해시","51170520","송정동","5117010300","송정동","5117010300108510031","1","대지",851,31,"강원특별자치도 동해시 송정동 851-31","511704463077","강원특별자치도 동해시 동해항1길",27,,"4217010300008510031002151","","강원특별자치도 동해시 동해항1길 27","240806","25787","","1","",129.128990043689,37.4986746423313
"MA010120220805443417","제이모터스","","G2","소매","G203","모터사이클 소매","G20301","모터사이클 및 부품 소매업","G45302","모터사이클 및 부품 소매업","51","강원특별자치도","51170","동해시","51170630","망상동","5117013100","초구동","5117013100100080012","1","대지",8,12,"강원특별자치도 동해시 초구동 8-12","511702000023","강원특별자치도 동해시 동해대로",5950,,"4217013100100080012000001","","강원특별자치도 동해시 동해대로 5950","240080","25705","","","",129.099412557351,37.5700907588613
"MA010120220805442512","호두펜션","","I1","숙박","I101","일반 숙박","I10103","펜션","I55109","기타 일반 및 생활 숙박시설 운영업","51","강원특별자치도","51720","홍천군","51720370","서면","5172037023","서면","5172037023111420000","1","대지",1142,,"강원특별자치도 홍천군 서면 팔봉리 1142","517204475630","강원특별자치도 홍천군 서면 한치골길813번길",22,5,"4272037023111420000037417","","강원특별자치도 홍천군 서면 한치골길813번길 22-5","250856","25101","","","",127.695078675067,37.6834577649062
"MA010120220805443086","유정부동산공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","51","강원특별자치도","51110","춘천시","51110330","신동면","5111033024","신동면","5111033024109380002","1","대지",938,2,"강원특별자치도 춘천시 신동면 증리 938-2","511103218006","강원특별자치도 춘천시 신동면 김유정로",1417,,"4211033024109380002061434","","강원특별자치도 춘천시 신동면 김유정로 1417","200812","24412","","","",127.715175966853,37.817881215894
"MA010120220805443206","망고숲","","I1","숙박","I101","일반 숙박","I10103","펜션","I55109","기타 일반 및 생활 숙박시설 운영업","51","강원특별자치도","51720","홍천군","51720330","내촌면","5172033026","내촌면","5172033026107230015","1","대지",723,15,"강원특별자치도 홍천군 내촌면 화상대리 723-15","517204475455","강원특별자치도 홍천군 내촌면 어은동길",19,,"4272033026107230015000002","","강원특별자치도 홍천군 내촌면 어은동길 19","250862","25163","","","",128.047716515534,37.8052408955964
"MA010120220805442840","뽀끼뽀끼오락실","","R1","예술·스포츠","R104","유원지·오락","R10405","기타 오락장","R91229","기타 오락장 운영업","51","강원특별자치도","51170","동해시","51170510","천곡동","5117010100","천곡동","5117010100108600000","1","대지",860,,"강원특별자치도 동해시 천곡동 860","511703221045","강원특별자치도 동해시 한섬로",111,2,"4217010100108600000000001","","강원특별자치도 동해시 한섬로 111-2","240812","25769","","","",129.115670311211,37.5216426251087
"MA010120220805443165","힐탑","","I2","음식","I211","주점","I21101","일반 유흥 주점","I56211","일반 유흥 주점업","51","강원특별자치도","51150","강릉시","51150540","옥천동","5115010900","옥천동","5115010900102850001","1","대지",285,1,"강원특별자치도 강릉시 옥천동 285-1","511503220023","강원특별자치도 강릉시 옥가로",26,,"4215010900102850001012359","","강원특별자치도 강릉시 옥가로 26","210933","25552","","","",128.89961931244,37.7585218720418
"MA010120220805442471","숙이네건강원","","G2","소매","G205","식료품 소매","G20508","건강보조식품 소매업","C10796","건강 보조용 액화식품 제조업","51","강원특별자치도","51150","강릉시","51150615","강남동","5115012100","노암동","5115012100102670020","1","대지",267,20,"강원특별자치도 강릉시 노암동 267-20","511503220032","강원특별자치도 강릉시 율곡로",2753,,"4215012100102670020002321","","강원특별자치도 강릉시 율곡로 2753","210930","25589","","","",128.904730661664,37.7523558008505
"MA010120220805446454","바다애","","I2","음식","I201","한식","I20111","횟집","I56114","한식 해산물 요리 전문점","51","강원특별자치도","51110","춘천시","51110310","동면","5111031021","동면","5111031021103210001","1","대지",321,1,"강원특별자치도 춘천시 동면 지내리 321-1","511104454102","강원특별자치도 춘천시 동면 금옥길",26,,"4211031021103210001000001","","강원특별자치도 춘천시 동면 금옥길 26","200853","24211","","","",127.784946288054,37.9169263757704
"MA010120220805445538","더윤헤어살롱","","S2","수리·개인","S207","이용·미용","S20701","미용실","S96112","두발 미용업","51","강원특별자치도","51130","원주시","51130675","반곡관설동","5113011600","관설동","5113011600117850007","1","대지",1785,7,"강원특별자치도 원주시 관설동 1785-7","511303219035","강원특별자치도 원주시 시청로",494,18,"4213011600117850007034719","","강원특별자치도 원주시 시청로 494-18","220934","26469","","1","",127.961366793545,37.3147325648769
"MA010120220805445613","동주공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","51","강원특별자치도","51780","철원군","51780250","철원읍","5178025021","철원읍","5178025021100400089","1","대지",40,89,"강원특별자치도 철원군 철원읍 화지리 40-89","517803230005","강원특별자치도 철원군 철원읍 금학로",258,,"4278025021100400088019781","중앙부동산","강원특별자치도 철원군 철원읍 금학로 258","269821","24008","","","",127.21624547516,38.2113867437404
"MA010120220805445907","더슬기로운생활","","M1","과학·기술","M107","본사·경영 컨설팅","M10703","경영 컨설팅업","M71531","경영 컨설팅업","51","강원특별자치도","51110","춘천시","51110630","효자2동","5111011200","효자동","5111011200103200003","1","대지",320,3,"강원특별자치도 춘천시 효자동 320-3","511104454048","강원특별자치도 춘천시 공지로252번길",9,,"4211011200103200003026268","","강원특별자치도 춘천시 공지로252번길 9","200948","24343","","1","",127.73658900778,37.865055115509
"MA010120220805446176","홍천산천마을","","G2","소매","G205","식료품 소매","G20506","채소/과일 소매업","G47215","채소, 과실 및 뿌리작물 소매업","51","강원특별자치도","51720","홍천군","51720310","화촌면","5172031026","화촌면","5172031026113260009","1","대지",1326,9,"강원특별자치도 홍천군 화촌면 군업리 1326-9","517204475175","강원특별자치도 홍천군 화촌면 도광터길",115,,"4272031026200100025005793","","강원특별자치도 홍천군 화촌면 도광터길 115","250812","25159","","","",128.053494745659,37.7076547774656
"MA010120220805446258","영웅이되다","","G2","소매","G204","종합 소매","G20404","슈퍼마켓","G47129","기타 음ㆍ식료품 위주 종합 소매업","51","강원특별자치도","51130","원주시","51130650","행구동","5113011400","행구동","5113011400105300008","1","대지",530,8,"강원특별자치도 원주시 행구동 530-8","511304457413","강원특별자치도 원주시 아랫거름터길",28,,"4213011400105300008000001","","강원특별자치도 원주시 아랫거름터길 28","220160","26455","","","",127.999793817668,37.3525316077119
"MA010120220805446318","다맥인제솔라","","M1","과학·기술","M107","본사·경영 컨설팅","M10703","경영 컨설팅업","M71531","경영 컨설팅업","51","강원특별자치도","51810","인제군","51810330","기린면","5181033021","기린면","5181033021105570002","1","대지",557,2,"강원특별자치도 인제군 기린면 현리 557-2","518103233024","강원특별자치도 인제군 기린면 한석산로",3077,17,"4281033021005590000004876","","강원특별자치도 인제군 기린면 한석산로 3077-17","252845","24655","","","",128.332691063905,37.9765792414267
"MA010120220805445009","피에이티원주","","G2","소매","G209","섬유·의복·신발 소매","G20905","기타 의류 소매업","G47419","기타 의복 소매업","51","강원특별자치도","51130","원주시","51130515","중앙동","5113010100","중앙동","5113010100101090001","1","대지",109,1,"강원특별자치도 원주시 중앙동 109-1","511303219066","강원특별자치도 원주시 중앙로",105,,"4213010100101090001012237","","강원특별자치도 원주시 중앙로 105","220904","26428","","1","",127.950637279471,37.3494665409233
"MA010120220805445143","화로상회","","I2","음식","I201","한식","I20107","돼지고기 구이/찜","I56113","한식 육류 요리 전문점","51","강원특별자치도","51130","원주시","51130550","단구동","5113010700","단구동","5113010700116070008","1","대지",1607,8,"강원특별자치도 원주시 단구동 1607-8","511304457092","강원특별자치도 원주시 나비허리길",37,,"4213010700116070008024354","","강원특별자치도 원주시 나비허리길 37","220965","26487","","1","",127.957525344678,37.3245173733117
"MA010120220805445345","필라테슈","","P1","교육","P106","기타 교육","P10603","요가/필라테스 학원","P85612","기타 스포츠 교육기관","51","강원특별자치도","51130","원주시","51130675","반곡관설동","5113011700","반곡동","5113011700119130002","1","대지",1913,2,"강원특별자치도 원주시 반곡동 1913-2","511303351211","강원특별자치도 원주시 건강로",23,,"4213011700119130002000001","","강원특별자치도 원주시 건강로 23","220170","26464","","2","",127.987821811764,37.325326362576
"MA010120220805444479","모모","","G2","소매","G209","섬유·의복·신발 소매","G20902","여성 의류 소매업","G47412","여자용 겉옷 소매업","51","강원특별자치도","51130","원주시","51130560","일산동","5113010800","일산동","5113010800100200002","1","대지",20,2,"강원특별자치도 원주시 일산동 20-2","511303219022","강원특별자치도 원주시 무실로",23,,"4213010800100200002010807","","강원특별자치도 원주시 무실로 23","220956","26431","","","",127.94919357591,37.3478619504102
"MA010120220805444795","마미쿡","","I2","음식","I210","기타 간이","I21003","피자","I56192","피자, 햄버거, 샌드위치 및 유사 음식점업","51","강원특별자치도","51110","춘천시","51110660","퇴계동","5111012300","퇴계동","5111012300109160002","1","대지",916,2,"강원특별자치도 춘천시 퇴계동 916-2","511103218036","강원특별자치도 춘천시 춘주로",162,,"4211012300109160002001025","퇴계현대1차아파트","강원특별자치도 춘천시 춘주로 162","200753","24452","","","",127.726341842192,37.8576793366339
"MA010120220805447712","까사미아,에몬스,아르마니가구","","G2","소매","G211","가구 소매","G21101","가구 소매업","G47520","가구 소매업","51","강원특별자치도","51170","동해시","51170600","북평동","5117011600","단봉동","5117011600106960001","1","대지",696,1,"강원특별자치도 동해시 단봉동 696-1","511704463051","강원특별자치도 동해시 단실가원1길",1,,"4217011600106960001000005","","강원특별자치도 동해시 단실가원1길 1","240200","25820","","","",129.119010896032,37.4763966309917
"MA010120220805447680","양지막국수","","I2","음식","I201","한식","I20105","국수/칼국수","I56112","한식 면 요리 전문점","51","강원특별자치도","51150","강릉시","51150665","경포동","5115013800","안현동","5115013800107930003","1","대지",793,3,"강원특별자치도 강릉시 안현동 793-3","511503220021","강원특별자치도 강릉시 안현로",30,,"4215013800107930003000001","","강원특별자치도 강릉시 안현로 30","210380","25462","","","",128.864295485156,37.7999267900606
"MA010120220805447566","원주자동차유리오토글라스","","S2","수리·개인","S203","자동차 수리·세차","S20301","자동차 정비소","S95212","자동차 전문 수리업","51","강원특별자치도","51130","원주시","51130600","우산동","5113011100","우산동","5113011100100960001","1","대지",96,1,"강원특별자치도 원주시 우산동 96-1","511303219038","강원특별자치도 원주시 우무개로",1,,"4213011100100960001637446","","강원특별자치도 원주시 우무개로 1","220952","26345","","1","",127.939653903744,37.3645099964059
"MA010120220805447367","정관장","","G2","소매","G205","식료품 소매","G20508","건강보조식품 소매업","G47217","건강 보조식품 소매업","51","강원특별자치도","51790","화천군","51790250","화천읍","5179025022","화천읍","5179025022100440042","1","대지",44,42,"강원특별자치도 화천군 화천읍 하리 44-42","517903231023","강원특별자치도 화천군 화천읍 중앙로",12,1,"4279025022100440042000001","","강원특별자치도 화천군 화천읍 중앙로 12-1","209804","24129","","","",127.705423775093,38.104497094416
"MA010120220805446545","리치","","M1","과학·기술","M107","본사·경영 컨설팅","M10703","경영 컨설팅업","M71531","경영 컨설팅업","51","강원특별자치도","51130","원주시","51130675","반곡관설동","5113011700","반곡동","5113011700118990002","1","대지",1899,2,"강원특별자치도 원주시 반곡동 1899-2","511303219089","강원특별자치도 원주시 미래로",1,,"4213011700118990002000001","강림빌딩","강원특별자치도 원주시 미래로 1","220170","26462","","","",127.98434626668,37.3260198128541
"MA010120220805450302","오페라댄스","","P1","교육","P106","기타 교육","P10605","레크리에이션 교육기관","P85613","레크리에이션 교육기관","51","강원특별자치도","51150","강릉시","51150540","옥천동","5115010900","옥천동","5115010900101600001","1","대지",160,1,"강원특별자치도 강릉시 옥천동 160-1","511503220023","강원특별자치도 강릉시 옥가로",14,,"4215010900101600001016173","","강원특별자치도 강릉시 옥가로 14","210933","25552","","3","",128.899290339286,37.7575963310563
"MA010120220805450376","스톤나인","","M1","과학·기술","M109","기술 서비스","M10901","건축 설계 및 관련 서비스업","M72111","건축 설계 및 관련 서비스업","51","강원특별자치도","51730","횡성군","51730380","강림면","5173038021","강림면","5173038021113380011","1","대지",1338,11,"강원특별자치도 횡성군 강림면 강림리 1338-11","517304478022","강원특별자치도 횡성군 강림면 강림길",17,14,"4273038021113380011000001","","강원특별자치도 횡성군 강림면 강림길 17-14","225882","25272","","","",128.124908065157,37.3660634153514
"MA010120220805450245","강원푸드컨설팅","","M1","과학·기술","M107","본사·경영 컨설팅","M10703","경영 컨설팅업","M71531","경영 컨설팅업","51","강원특별자치도","51130","원주시","51130675","반곡관설동","5113011700","반곡동","5113011700119030002","1","대지",1903,2,"강원특별자치도 원주시 반곡동 1903-2","511303219085","강원특별자치도 원주시 양지로",80,,"4213011700119030002000001","","강원특별자치도 원주시 양지로 80","220170","26462","","6","",127.986185178467,37.3279844733855
"MA010120220805450386","미진인테리어","","M1","과학·기술","M112","전문 디자인","M11201","인테리어 디자인업","F42412","도배, 실내 장식 및 내장 목공사업","51","강원특별자치도","51150","강릉시","51150520","중앙동","5115010500","임당동","5115010500100190030","1","대지",19,30,"강원특별자치도 강릉시 임당동 19-30","511503220046","강원특별자치도 강릉시 토성로",174,,"4215010500100190030013954","","강원특별자치도 강릉시 토성로 174","210080","25532","","","",128.895144901386,37.756393490473
"MA010120220805450214","미앤미뷰티","","S2","수리·개인","S207","이용·미용","S20701","미용실","S96112","두발 미용업","51","강원특별자치도","51150","강릉시","51150540","옥천동","5115010900","옥천동","5115010900102840000","1","대지",284,,"강원특별자치도 강릉시 옥천동 284","511503220025","강원특별자치도 강릉시 옥천로",49,,"4215010900102840000012371","","강원특별자치도 강릉시 옥천로 49","210933","25552","","","",128.900185182249,37.7593284699885
"MA010120220805450467","후","","I2","음식","I210","기타 간이","I21001","빵/도넛","I56191","제과점업","51","강원특별자치도","51230","삼척시","51230310","근덕면","5123031034","근덕면","5123031034100010005","1","대지",1,5,"강원특별자치도 삼척시 근덕면 장호리 1-5","512304472282","강원특별자치도 삼척시 근덕면 장호항길",136,,"4223031034100010004000002","장호펜션","강원특별자치도 삼척시 근덕면 장호항길 136","245836","25938","","","",129.318308066546,37.2893116520703
"MA010120220805449638","일출물빛","","I1","숙박","I101","일반 숙박","I10103","펜션","I55104","민박업","51","강원특별자치도","51230","삼척시","51230253","원덕읍","5123025321","원덕읍","5123025321104920005","1","대지",492,5,"강원특별자치도 삼척시 원덕읍 갈남리 492-5","512304472201","강원특별자치도 삼척시 원덕읍 신남길",41,,"4223025321104920005000001","","강원특별자치도 삼척시 원덕읍 신남길 41","245804","25956","","","",129.325075686471,37.265574288016
"MA010120220805450478","미젤","","G2","소매","G204","종합 소매","G20499","그 외 기타 종합 소매업","G47190","그 외 기타 종합 소매업","51","강원특별자치도","51110","춘천시","51110610","후평2동","5111012000","후평동","5111012000108380006","1","대지",838,6,"강원특별자치도 춘천시 후평동 838-6","511103218049","강원특별자치도 춘천시 후석로",269,,"4211012000108380006030653","","강원특별자치도 춘천시 후석로 269","200961","24283","","","",127.752261246219,37.8754870145039
"MA010120220805449567","스카이24시편의점","","G2","소매","G204","종합 소매","G20404","슈퍼마켓","G47129","기타 음ㆍ식료품 위주 종합 소매업","51","강원특별자치도","51230","삼척시","51230530","교동","5123010700","갈천동","5123010700100140024","1","대지",14,24,"강원특별자치도 삼척시 갈천동 14-24","512304472329","강원특별자치도 삼척시 테마타운길",85,,"4223010700100140024000004","해수사우나","강원특별자치도 삼척시 테마타운길 85","245930","25909","","1","",129.167478976513,37.4683949180973
"MA010120220805448799","씨즐","","I2","음식","I212","비알코올 ","I21201","카페","I56221","커피 전문점","51","강원특별자치도","51150","강릉시","51150590","송정동","5115011500","견소동","5115011500100070000","1","대지",7,,"강원특별자치도 강릉시 견소동 7","511503000145","강원특별자치도 강릉시 경강로",2668,,"4215011500100070000022663","","강원특별자치도 강릉시 경강로 2668","210140","25556","","1","",128.950185317663,37.7705860979195
"MA010120220805448628","가나안떡집","","I2","음식","I210","기타 간이","I21002","떡/한과","C10711","떡류 제조업","51","강원특별자치도","51210","속초시","51210570","노학동","5121010600","교동","5121010600107640043","1","대지",764,43,"강원특별자치도 속초시 교동 764-43","512104469042","강원특별자치도 속초시 만천2길",13,1,"4221010600107640042004871","","강원특별자치도 속초시 만천2길 13-1","217804","24847","","","",128.575627056904,38.1985366037309
"MA010120220805448564","로즈아로마","","G2","소매","G215","의약·화장품 소매","G21503","화장품 소매업","G47813","화장품, 비누 및 방향제 소매업","51","강원특별자치도","51210","속초시","51210560","교동","5121010500","청학동","5121010500104820382","1","대지",482,382,"강원특별자치도 속초시 청학동 482-382","512103223019","강원특별자치도 속초시 청학로",16,,"4221010500104820382011977","","강원특별자치도 속초시 청학로 16","217800","24837","","2","",128.583719675112,38.2011364917568
"MA010120220805448945","놀부부대찌개","","I2","음식","I201","한식","I20102","국/탕/찌개류","I56111","한식 일반 음식점업","51","강원특별자치도","51130","원주시","51130660","무실동","5113011500","무실동","5113011500118570012","1","대지",1857,12,"강원특별자치도 원주시 무실동 1857-12","511304517922","강원특별자치도 원주시 능라동길",47,,"4213011500118570012000001","","강원특별자치도 원주시 능라동길 47","220150","26392","","2","",127.929227998022,37.3343710404245
"MA010120220805448759","대게왕국민박","","I2","음식","I201","한식","I20112","해산물 구이/찜","I56111","한식 일반 음식점업","51","강원특별자치도","51150","강릉시","51150250","주문진읍","5115025021","주문진읍","5115025021103720005","1","대지",372,5,"강원특별자치도 강릉시 주문진읍 주문리 372-5","511503220050","강원특별자치도 강릉시 주문진읍 해안로",1789,1,"4215025021103720005030640","","강원특별자치도 강릉시 주문진읍 해안로 1789-1","210806","25412","","","",128.83027859271,37.8944803340855
"MA010120220805449004","푸른숲","","I2","음식","I201","한식","I20101","백반/한정식","I56111","한식 일반 음식점업","51","강원특별자치도","51130","원주시","51130550","단구동","5113010700","단구동","5113010700115500003","1","대지",1550,3,"강원특별자치도 원주시 단구동 1550-3","511304457578","강원특별자치도 원주시 천매봉길",32,15,"4213010700115500003000001","","강원특별자치도 원주시 천매봉길 32-15","220944","26483","","1","",127.943342567699,37.3234931718433
"MA010120220805448906","영란헤어샵","","S2","수리·개인","S207","이용·미용","S20701","미용실","S96112","두발 미용업","51","강원특별자치도","51750","영월군","51750250","영월읍","5175025024","영월읍","5175025024105050011","1","대지",505,11,"강원특별자치도 영월군 영월읍 덕포리 505-11","517504481223","강원특별자치도 영월군 영월읍 중리1길",108,,"4275025024105050011020801","금용아파트","강원특별자치도 영월군 영월읍 중리1길 108","230802","26229","","2","",128.482148443391,37.1816346510877
"MA010120220805449034","그린산업","","M1","과학·기술","M109","기술 서비스","M10999","기타 엔지니어링 서비스업","M72129","기타 엔지니어링 서비스업","51","강원특별자치도","51170","동해시","51170530","북삼동","5117010700","동회동","5117010700100640005","1","대지",64,5,"강원특별자치도 동해시 동회동 64-5","511704463239","강원특별자치도 동해시 효자남1길",4,,"4217010700100640005000001","하늘마루","강원특별자치도 동해시 효자남1길 4","240180","25806","","","",129.108761412534,37.4897386532316
"MA010120220805451858","터미널천궁단란주점","","I2","음식","I211","주점","I21101","일반 유흥 주점","I56211","일반 유흥 주점업","51","강원특별자치도","51150","강릉시","51150550","교1동","5115011000","교동","5115011000117430001","1","대지",1743,1,"강원특별자치도 강릉시 교동 1743-1","511503220029","강원특별자치도 강릉시 원대로",6,,"4215011000117430001015686","","강원특별자치도 강릉시 원대로 6","210924","25506","","","",128.881930795924,37.7550694983534
"MA010120220805451628","호텔느낌속초","","I1","숙박","I101","일반 숙박","I10102","여관/모텔","I55102","여관업","51","강원특별자치도","51210","속초시","51210570","노학동","5121010600","교동","5121010600109880004","1","대지",988,4,"강원특별자치도 속초시 교동 988-4","512103223012","강원특별자치도 속초시 온천로",313,,"4221010600109880004003752","","강원특별자치도 속초시 온천로 313","217070","24855","","","",128.576796426806,38.193359293288
"MA010120220805452465","CU양양","","G2","소매","G204","종합 소매","G20405","편의점","G47122","체인화 편의점","51","강원특별자치도","51830","양양군","51830250","양양읍","5183025021","양양읍","5183025021100110002","1","대지",11,2,"강원특별자치도 양양군 양양읍 남문리 11-2","518303235016","강원특별자치도 양양군 양양읍 양양로",44,,"4283025021100110002014101","","강원특별자치도 양양군 양양읍 양양로 44","215804","25022","","1","",128.623816912855,38.0764151946598
"MA010120220805451867","한우구이","","I2","음식","I201","한식","I20108","소고기 구이/찜","I56113","한식 육류 요리 전문점","51","강원특별자치도","51780","철원군","51780310","서면","5178031022","서면","5178031022111730003","1","대지",1173,3,"강원특별자치도 철원군 서면 와수리 1173-3","517803230024","강원특별자치도 철원군 서면 와수로",177,1,"4278031022111730003015536","만화휴게실","강원특별자치도 철원군 서면 와수로 177-1","269841","24059","","2","",127.438620740519,38.2394554638732
"MA010120220805451646","탑플레이스피씨방문막점","","R1","예술·스포츠","R104","유원지·오락","R10406","PC방","R91222","컴퓨터 게임방 운영업","51","강원특별자치도","51130","원주시","51130250","문막읍","5113025022","문막읍","5113025022112670000","1","대지",1267,,"강원특별자치도 원주시 문막읍 동화리 1267","511303219037","강원특별자치도 원주시 문막읍 왕건로",22,,"4213025022112670000000001","","강원특별자치도 원주시 문막읍 왕건로 22","220801","26368","","4","",127.831052621789,37.3219984150376
"MA010120220805451225","한국공예디자인협회에덴카페","","G2","소매","G221","기타 상품 소매","G22199","그 외 기타 상품 전문 소매업","G47859","그 외 기타 분류 안된 상품 전문 소매업","51","강원특별자치도","51130","원주시","51130550","단구동","5113010700","단구동","5113010700115720010","1","대지",1572,10,"강원특별자치도 원주시 단구동 1572-10","511304457065","강원특별자치도 원주시 구곡길",21,8,"4213010700115720010000001","","강원특별자치도 원주시 구곡길 21-8","220944","26486","","1","",127.948206853202,37.3218914144171
